Data from USB2H133701__5__14-40-44-998.txt Node

Date: Tue Oct 29 14:40:44 GMT 2024
User: trin2900
Spectrometer: USB2+H13370
Trigger mode: 0
Integration Time (sec): 1.000000E-1
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
178.418	-182.43
178.801	-182.43
179.183	-182.43
179.565	-114.37
179.947	-134.54
180.329	-69
180.711	-116.89
181.092	-129.49
181.474	-147.14
181.856	-121.93
182.238	-43.8
182.62	-48.84
183.002	-71.52
183.383	21.74
183.765	-3.47
184.147	-21.11
184.528	34.34
184.91	74.67
185.292	157.85
185.673	94.84
186.055	175.5
186.436	145.25
186.818	180.54
187.199	258.67
187.581	382.18
187.962	442.68
188.343	455.28
188.725	450.24
189.106	513.25
189.487	528.38
189.868	447.72
190.25	503.17
190.631	525.86
191.012	513.25
191.393	498.13
191.774	515.77
192.155	485.53
192.536	518.29
192.917	500.65
193.298	472.92
193.679	520.81
194.06	503.17
194.441	513.25
194.822	563.66
195.203	530.9
195.584	634.24
195.964	488.05
196.345	498.13
196.726	535.94
197.106	535.94
197.487	551.06
197.868	525.86
198.248	435.11
198.629	566.18
199.009	490.57
199.39	530.9
199.77	556.1
200.151	535.94
200.531	513.25
200.911	505.69
201.292	558.62
201.672	525.86
202.052	457.8
202.433	593.91
202.813	551.06
203.193	530.9
203.573	493.09
203.953	498.13
204.333	470.4
204.714	533.42
205.094	442.68
205.474	520.81
205.854	472.92
206.234	576.27
206.613	551.06
206.993	475.44
207.373	518.29
207.753	450.24
208.133	472.92
208.513	523.33
208.892	490.57
209.272	558.62
209.652	563.66
210.031	578.79
210.411	510.73
210.791	515.77
211.17	571.23
211.55	505.69
211.929	540.98
212.309	498.13
212.688	480.48
213.067	525.86
213.447	495.61
213.826	457.8
214.205	533.42
214.585	556.1
214.964	470.4
215.343	523.33
215.722	508.21
216.102	535.94
216.481	576.27
216.86	593.91
217.239	480.48
217.618	551.06
217.997	525.86
218.376	513.25
218.755	561.14
219.134	535.94
219.513	525.86
219.891	483.01
220.27	573.75
220.649	596.43
221.028	563.66
221.407	498.13
221.785	477.96
222.164	500.65
222.542	505.69
222.921	546.02
223.3	510.73
223.678	563.66
224.057	568.71
224.435	503.17
224.814	540.98
225.192	556.1
225.57	556.1
225.949	540.98
226.327	586.35
226.705	533.42
227.084	513.25
227.462	546.02
227.84	571.23
