Data from USB2H133701__0__14-31-00-935.txt Node

Date: Tue Oct 29 14:31:00 GMT 2024
User: trin2900
Spectrometer: USB2+H13370
Trigger mode: 0
Integration Time (sec): 1.000000E-1
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
178.418	-197.24
178.801	-197.24
179.183	-197.24
179.565	-101.45
179.947	-126.66
180.329	-116.58
180.711	-139.26
181.092	-88.85
181.474	-98.93
181.856	-83.81
182.238	-73.73
182.62	34.66
183.002	-61.12
183.383	-28.36
183.765	-8.19
184.147	32.14
184.528	27.1
184.91	27.1
185.292	82.55
185.673	120.36
186.055	90.11
186.436	168.25
186.818	178.33
187.199	223.7
187.581	221.18
187.962	238.82
188.343	286.72
188.725	216.14
189.106	294.28
189.487	296.8
189.868	238.82
190.25	269.07
190.631	311.92
191.012	211.1
191.393	359.81
191.774	311.92
192.155	342.17
192.536	319.48
192.917	296.8
193.298	246.39
193.679	347.21
194.06	311.92
194.441	329.57
194.822	334.61
195.203	349.73
195.584	324.52
195.964	379.98
196.345	342.17
196.726	284.2
197.106	342.17
197.487	228.74
197.868	284.2
198.248	276.63
198.629	319.48
199.009	276.63
199.39	294.28
199.77	324.52
200.151	327.04
200.531	352.25
200.911	261.51
201.292	279.15
201.672	352.25
202.052	296.8
202.433	286.72
202.813	258.99
203.193	291.76
203.573	314.44
203.953	269.07
204.333	271.59
204.714	357.29
205.094	289.24
205.474	258.99
205.854	269.07
206.234	299.32
206.613	306.88
206.993	309.4
207.373	266.55
207.753	286.72
208.133	314.44
208.513	377.46
208.892	332.09
209.272	276.63
209.652	301.84
210.031	271.59
210.411	266.55
210.791	261.51
211.17	316.96
211.55	286.72
211.929	324.52
212.309	281.67
212.688	279.15
213.067	274.11
213.447	264.03
213.826	354.77
214.205	339.65
214.585	332.09
214.964	324.52
215.343	258.99
215.722	248.91
216.102	251.43
216.481	301.84
216.86	269.07
217.239	294.28
217.618	319.48
217.997	327.04
218.376	266.55
218.755	349.73
219.134	304.36
219.513	322
219.891	324.52
220.27	276.63
220.649	291.76
221.028	299.32
221.407	322
221.785	271.59
222.164	216.14
222.542	349.73
222.921	228.74
223.3	342.17
223.678	314.44
224.057	362.33
224.435	264.03
224.814	284.2
225.192	296.8
225.57	266.55
225.949	362.33
226.327	324.52
226.705	304.36
227.084	314.44
227.462	347.21
227.84	354.77
228.218	364.85
228.596	339.65
228.975	304.36
229.353	342.17
229.731	332.09
230.109	327.04
230.487	354.77
230.865	261.51
231.242	387.54
231.62	369.89
231.998	332.09
232.376	347.21
232.754	311.92
233.132	342.17
233.509	367.37
233.887	311.92
234.265	279.15
234.642	281.67
235.02	291.76
235.398	291.76
235.775	344.69
236.153	342.17
236.53	364.85
236.908	324.52
237.285	342.17
237.662	309.4
238.04	294.28
238.417	337.13
238.794	344.69
239.172	327.04
239.549	344.69
239.926	382.5
240.303	339.65
240.68	316.96
241.057	357.29
241.434	306.88
241.811	311.92
242.188	286.72
242.565	364.85
242.942	354.77
243.319	357.29
243.696	301.84
244.073	374.94
244.45	385.02
244.827	311.92
245.203	301.84
245.58	367.37
245.957	322
246.333	319.48
246.71	289.24
247.087	319.48
247.463	279.15
247.84	337.13
248.216	382.5
248.593	279.15
248.969	422.83
249.346	301.84
249.722	291.76
250.098	316.96
250.475	296.8
250.851	344.69
251.227	264.03
251.603	329.57
251.98	284.2
252.356	337.13
252.732	379.98
253.108	322
253.484	301.84
253.86	390.06
254.236	306.88
254.612	334.61
254.988	392.58
255.364	382.5
255.74	344.69
256.115	334.61
256.491	291.76
256.867	344.69
257.243	309.4
257.618	324.52
257.994	392.58
258.37	213.62
258.745	352.25
259.121	349.73
259.496	324.52
259.872	352.25
260.247	407.7
260.623	334.61
260.998	369.89
261.374	364.85
261.749	322
262.124	352.25
262.5	334.61
262.875	410.22
263.25	412.74
263.625	296.8
264	357.29
264.375	377.46
264.751	349.73
265.126	339.65
265.501	291.76
265.876	329.57
266.251	339.65
266.625	395.1
267	324.52
267.375	289.24
267.75	294.28
268.125	354.77
268.5	354.77
268.874	306.88
269.249	299.32
269.624	327.04
269.998	306.88
270.373	304.36
270.747	316.96
271.122	352.25
